,Neighborhood,Venue,Venue_Latitude,Venue_Longitude,Venue_Category
724,Woodbine Corridor,Motimahal,43.67217481,-79.32253201,Indian Restaurant
725,Woodbine Corridor,Hollandaise Diner,43.68652711,-79.30889726,Breakfast Spot
726,Woodbine Corridor,City Betty,43.6824,-79.32873,American Restaurant
727,Woodbine Corridor,Delina Restaurant,43.66886718,-79.30540427,Middle Eastern Restaurant
728,Woodbine Corridor,Buds Coffee Bar,43.66937473,-79.30321764,Coffee Shop
729,Woodbine Corridor,Maha's Fine Egyptian Cuisine,43.67175796,-79.32844442,Egyptian Restaurant
730,Woodbine Corridor,Relish Bar & Grill,43.68628014,-79.31097996,Bar
731,Woodbine Corridor,Kew Gardens,43.66903821,-79.2985375,Park
732,Woodbine Corridor,Starbucks,43.682379,-79.327249,Coffee Shop
733,Woodbine Corridor,Leslieville Farmers Market,43.6649014,-79.31978354,Farmers Market
734,Woodbine Corridor,Sauce,43.68244244,-79.32817099,Bar
735,Woodbine Corridor,The Sidekick,43.66448428,-79.32516153,Comic Shop
736,Woodbine Corridor,Pilot Coffee Roasters,43.67380053,-79.33004379,Café
737,Woodbine Corridor,Eulalie's Corner Store,43.67253532,-79.32189619,Bar
738,Woodbine Corridor,Rorschach Brewing Co.,43.66348317,-79.31982369,Brewery
739,Woodbine Corridor,Sala Modern Thai Kitchen & Bar,43.68188522,-79.33072047,Thai Restaurant
740,Woodbine Corridor,Morgan's on the Danforth,43.68204433,-79.33025532,Gastropub
741,Woodbine Corridor,Patisserie La Cigogne,43.68251424,-79.32701974,Dessert Shop
742,Woodbine Corridor,Thai Room,43.68560497,-79.31321307,Thai Restaurant
743,Woodbine Corridor,Woodbine Beach,43.6631117,-79.30637395,Beach
744,Woodbine Corridor,Blondie’s Pizza,43.666958,-79.330457,Pizza Place
745,Woodbine Corridor,Woodbine Park,43.66486036,-79.31510925,Park
746,Woodbine Corridor,Hastings Snack Bar,43.66369665,-79.32899381,Snack Place
747,Woodbine Corridor,Zav Coffee Shop & Gallery,43.68551804,-79.31387285,Coffee Shop
748,Woodbine Corridor,Bombay Chowpatty,43.67187525,-79.32411369,Indian Restaurant
749,Woodbine Corridor,Lahore Tikka House,43.67166839,-79.32470376,Pakistani Restaurant
750,Woodbine Corridor,Chino Locos,43.66465328,-79.32558449,Burrito Place
751,Woodbine Corridor,Zane,43.6683721,-79.30800754,Bakery
752,Woodbine Corridor,Ashbridges Bay Beaches,43.66267301,-79.30864662,Beach
753,Woodbine Corridor,Black Lab Brewing,43.66183949,-79.3291369,Brewery
754,Woodbine Corridor,Hogtown Smoke,43.66957302,-79.30215072,BBQ Joint
755,Woodbine Corridor,Beaches Bake Shop,43.68036313,-79.28969173,Bakery
756,Woodbine Corridor,Pinkerton Snack Bar,43.66890037,-79.33730896,Cocktail Bar
757,Woodbine Corridor,Ted Reeve Arena,43.68452713,-79.29942633,Skating Rink
758,Woodbine Corridor,Rocca's No Frills,43.673674,-79.319184,Grocery Store
759,Woodbine Corridor,efes bar&grill,43.68024175,-79.33834599,Gastropub
760,Woodbine-Lumsden,Taylor Creek Park,43.69659868,-79.30669312,Park
761,Woodbine-Lumsden,Hollandaise Diner,43.68652711,-79.30889726,Breakfast Spot
762,Woodbine-Lumsden,Royal Beef,43.68532513,-79.31498171,Butcher
763,Woodbine-Lumsden,Budapest Restaurant,43.680946,-79.31011,Hungarian Restaurant
764,Woodbine-Lumsden,Relish Bar & Grill,43.68628014,-79.31097996,Bar
765,Woodbine-Lumsden,Local 1794,43.68449709,-79.31881714,Gastropub
766,Woodbine-Lumsden,Bodega Henriette,43.67807709,-79.31486751,Café
767,Woodbine-Lumsden,East Lynn Park,43.684055,-79.315113,Playground
768,Woodbine-Lumsden,The Wren,43.68246741,-79.32807926,American Restaurant
769,Woodbine-Lumsden,Rendez-Vous Restaurant Bar & Cafe,43.68257027,-79.32754383,Ethiopian Restaurant
770,Woodbine-Lumsden,Red Rocket Coffee,43.68234009,-79.32852985,Café
771,Woodbine-Lumsden,Monarch Park Stadium,43.6781437,-79.32403805,Soccer Field
772,Woodbine-Lumsden,Knuckle Sandwich,43.69619422,-79.328749,Sandwich Place
773,Woodbine-Lumsden,Thai Room,43.68560497,-79.31321307,Thai Restaurant
774,Woodbine-Lumsden,Ted Reeve Arena,43.68452713,-79.29942633,Skating Rink
775,Woodbine-Lumsden,The Beech Tree,43.680493,-79.288846,Gastropub
776,Woodbine-Lumsden,City Betty,43.6824,-79.32873,American Restaurant
777,Woodbine-Lumsden,Beaches Bake Shop,43.68036313,-79.28969173,Bakery
778,Woodbine-Lumsden,Toronto Climbing Academy,43.709362,-79.315006,Rock Climbing Spot
779,Woodbine-Lumsden,Monarch Park,43.67871904,-79.3259567,Park
780,Woodbine-Lumsden,Zav Coffee Shop & Gallery,43.68551804,-79.31387285,Coffee Shop
781,Woodbine-Lumsden,Jawny Bakers,43.70578265,-79.31291304,Gastropub
782,Woodbine-Lumsden,Lake Inez,43.67252021,-79.3207123,Asian Restaurant
783,Woodbine-Lumsden,Mon K Patisserie,43.696922,-79.32952,Pastry Shop
784,Woodbine-Lumsden,Last Drop Cafe,43.68882953,-79.32600211,Coffee Shop
785,Woodbine-Lumsden,Buds Coffee Bar,43.66937473,-79.30321764,Coffee Shop
786,Woodbine-Lumsden,Starbucks,43.682379,-79.327249,Coffee Shop
787,Woodbine-Lumsden,Sauce,43.68244244,-79.32817099,Bar
788,Woodbine-Lumsden,Sala Modern Thai Kitchen & Bar,43.68188522,-79.33072047,Thai Restaurant
789,Woodbine-Lumsden,Morgan's on the Danforth,43.68204433,-79.33025532,Gastropub
790,Woodbine-Lumsden,Grinder,43.68307274,-79.29987481,Coffee Shop
791,Woodbine-Lumsden,Patisserie La Cigogne,43.68251424,-79.32701974,Dessert Shop
792,Woodbine-Lumsden,East York Gymnastics,43.710654,-79.309279,Gym / Fitness Center
793,Woodbine-Lumsden,Godspeed Brewery,43.6726203,-79.31922849,Brewery
794,Woodbine-Lumsden,Udupi Palace,43.6724795,-79.32127455,Indian Restaurant
795,Woodbine-Lumsden,Motimahal,43.67217481,-79.32253201,Indian Restaurant
796,Woodbine-Lumsden,Lickadee Split,43.696096,-79.3287209,Ice Cream Shop
797,Woodbine-Lumsden,The Feathers Pub,43.680501,-79.287522,Pub
798,Woodbine-Lumsden,The Ritz Restaurant,43.69181206,-79.34210857,Breakfast Spot
799,Woodbine-Lumsden,Pippins Tea Company,43.670992,-79.29590464,Tea Room
800,Woodbine-Lumsden,TD Canada Trust,43.6915273,-79.2888684,Bank
801,Woodbine-Lumsden,Hogtown Smoke,43.66957302,-79.30215072,BBQ Joint
802,Woodbine-Lumsden,Eulalie's Corner Store,43.67253532,-79.32189619,Bar
803,Woodbine-Lumsden,No Bull Burger,43.68076063,-79.28501935,Burger Joint
804,Woodbine-Lumsden,COBS Bread,43.66988073,-79.30082792,Bakery
805,Woodbine-Lumsden,Bam Breakfast and Bistro,43.66972412,-79.30150262,Breakfast Spot
806,Woodbine-Lumsden,Sunset Grill,43.6702137,-79.29965336,Diner
807,Woodbine-Lumsden,Bombay Chowpatty,43.67187525,-79.32411369,Indian Restaurant
808,Woodbine-Lumsden,Lahore Tikka House,43.67166839,-79.32470376,Pakistani Restaurant
809,Woodbine-Lumsden,Breakwall,43.66917375,-79.30446644,BBQ Joint
810,Oakwood Village,Dunkin',41.36677755,-81.50924228,Café
811,Oakwood Village,Holiday Inn Express Oakwood Village,41.36779967,-81.50851481,Hotel
812,Oakwood Village,Quality Inn & Suites,41.36781613,-81.50847039,Hotel
813,Mount Pleasant East,Liberty Road Seafood & Steak,39.45999084,-77.29948434,Seafood Restaurant
814,Mount Pleasant East,California Tortilla,39.44735324,-77.38450191,Mexican Restaurant
815,Mount Pleasant East,Onelife Fitness - North Frederick,39.44819447,-77.3944731,Gym / Fitness Center
816,Mount Pleasant East,Panera Bread,39.44861833,-77.38310779,Bakery
817,Mount Pleasant East,Dollar General,39.474312,-77.269197,Discount Store
818,Mount Pleasant East,Firehouse Subs Shops At Monocacy,39.44761,-77.384144,Sandwich Place
819,Mount Pleasant East,Avery's Maryland Grille,39.39624702,-77.35197512,Seafood Restaurant
820,Mount Pleasant East,New York J&P Pizza,39.39937204,-77.34673435,Italian Restaurant
821,Mount Pleasant East,Airways Inn,39.41591329,-77.37966691,American Restaurant
822,Mount Pleasant East,Wegmans,39.44562676,-77.39951055,Supermarket
823,Mount Pleasant East,Pasquale's Italian Pizza,39.4514804,-77.37681924,Pizza Place
824,Mount Pleasant East,Massage Envy - Frederick,39.4459989,-77.3966201,Spa
825,Mount Pleasant East,Frederick Wine House,39.44575483,-77.39686969,Wine Shop
826,Mount Pleasant East,White Rabbit Gastropub,39.41587547,-77.40972686,Gastropub
827,Mount Pleasant East,The Machine Gun Nest,39.3985162,-77.3896306,Sporting Goods Shop
828,Mount Pleasant East,Frederick Visitor Center,39.41101593,-77.40645828,Tourist Information Center
829,Mount Pleasant East,Stone Hearth Bakery,39.416108,-77.404883,Bakery
830,Mount Pleasant East,North Market Pop Shop,39.41762784,-77.41054552,Food & Drink Shop
831,Mount Pleasant East,Carroll Creek Linear Park,39.41280216,-77.40981799,Park
832,Mount Pleasant East,Quartermasters Cigars,39.42492349,-77.40313038,Smoke Shop
833,Mount Pleasant East,Pretzel & Pizza Creations,39.41682593,-77.41057045,Pizza Place
834,Mount Pleasant East,Beef 'n Buns 'n Paradise,39.40812585,-77.38877193,Ice Cream Shop
835,Mount Pleasant East,Olde Mother Brewing,39.42128448,-77.4098289,Brewery
836,Mount Pleasant East,Milkhouse Brewery,39.45932181,-77.22460122,Brewery
837,Mount Pleasant East,Sabor De Cuba,39.41418448,-77.41049127,Cuban Restaurant
838,Mount Pleasant East,Lucky Corner Vietnamese Cuisine,39.42288298,-77.40923216,Vietnamese Restaurant
839,Mount Pleasant East,Hootch and Banter,39.41307931,-77.41119391,Restaurant
840,Mount Pleasant East,Juliet's Italian Market Cafe,39.41535528,-77.41033258,Deli / Bodega
841,Mount Pleasant East,Il Porto,39.41069639,-77.41140481,Italian Restaurant
842,Mount Pleasant East,Baker Park,39.41645545,-77.41610085,Park
843,Mount Pleasant East,My Thai,39.44023633,-77.40950702,Thai Restaurant
844,Mount Pleasant East,Candy Kitchen,39.41531209,-77.41078862,Candy Store
845,Mount Pleasant East,Black Hog BBQ,39.41114802,-77.41127318,BBQ Joint
846,Mount Pleasant East,Whiskey Creek Golf Club,39.3646313,-77.29956109,Golf Course
847,Mount Pleasant East,Bonefish Grill,39.4313884,-77.4165326,Seafood Restaurant
848,Mount Pleasant East,Frederick Coffee Co. & Cafe,39.41532216,-77.40485349,Coffee Shop
849,Mount Pleasant East,Isabella's Taverna & Tapas Bar,39.41510433,-77.41074421,Tapas Restaurant
850,Mount Pleasant East,Dollar Tree,39.465168,-77.362692,Discount Store
851,Mount Pleasant East,Firestone's Restaurant,39.4155428,-77.41080631,Bar
852,Mount Pleasant East,The Wine Kitchen,39.41300072,-77.40968734,New American Restaurant
853,Mount Pleasant East,Monocacy Brewing,39.44026758,-77.39895917,Brewery
854,Mount Pleasant East,Carroll Creek Promenade,39.41300013,-77.41078913,Park
855,Mount Pleasant East,Lazy Fish,39.41410399,-77.41044473,Sushi Restaurant
856,Mount Pleasant East,Cacique,39.41474368,-77.4108006,Mexican Restaurant
857,Mount Pleasant East,PNC Bank,39.477769,-77.354045,Bank
858,Mount Pleasant East,Curious Iguana,39.41440347,-77.41087394,Bookstore
859,Mount Pleasant East,Coal Fire,39.4461844,-77.39666853,Pizza Place
860,Mount Pleasant East,Brewer's Alley,39.41603839,-77.41063289,Brewery
861,Mount Pleasant East,Gaver Farm,39.38331571,-77.24093906,Farm
862,Mount Pleasant East,Subway,39.48487794,-77.34074191,Sandwich Place
863,Mount Dennis,New Orleans Restaurant,43.67779001,-79.50621055,Restaurant
864,Mount Dennis,Dairy Queen,43.6953762,-79.50682685,Ice Cream Shop
865,Mount Dennis,LCBO,43.67043567,-79.473005,Liquor Store
866,Mount Dennis,Rainhard Brewing,43.67269006,-79.47867904,Brewery
867,Mount Dennis,Commisso Bros. & Racco Italian Bakery,43.69762111,-79.46854961,Italian Restaurant
868,Mount Dennis,Seara Bakery and Pastry,43.6808423,-79.47289231,Café
869,Mount Dennis,Ice Cream Junction,43.6655294,-79.47305279,Ice Cream Shop
870,Mount Dennis,The Sweet Potato,43.66540543,-79.46922947,Grocery Store
871,Mount Dennis,nodo,43.66530332,-79.46562068,Italian Restaurant
872,Mount Dennis,Curry Twist,43.66558068,-79.47054074,Indian Restaurant
873,Mount Dennis,Indie Alehouse,43.66547472,-79.46528973,Gastropub
874,Mount Dennis,Hole in the Wall,43.66529624,-79.46511783,Bar
875,Mount Dennis,The Good Neighbour,43.66257807,-79.47098591,Café
876,Mount Dennis,Nova Era Bakery,43.68192434,-79.46762044,Bakery
877,Mount Dennis,Grillway Subs and Burgers,43.66003248,-79.47993665,Diner
878,Mount Dennis,Honest Weight,43.665389,-79.461335,Seafood Restaurant
879,Mount Dennis,Aquarius Scuba,43.66426622,-79.50299228,Sporting Goods Shop
880,Mount Dennis,famous last words,43.665181,-79.468471,Speakeasy
881,Mount Dennis,Buddha Pie,43.66159743,-79.47949865,Pizza Place
882,Mount Dennis,Rustic Bakery,43.715414,-79.49030029,Bakery
883,Mount Dennis,Babos Dönerpoint,43.69324927,-79.46185093,Falafel Restaurant
884,Mount Dennis,"The Den Toronto : Workshops, Bench Rentals and Designer Jewellers",43.67063778,-79.45661466,Jewelry Store
885,Mount Dennis,Messina Bakery,43.66655342,-79.49924296,Bakery
886,Mount Dennis,Delight,43.66552227,-79.47062379,Dessert Shop
887,Mount Dennis,Shacklands Brewing,43.67295081,-79.47864756,Brewery
888,Mount Dennis,Junction Farmers' Market,43.66548663,-79.46811755,Flea Market
889,Mount Dennis,Second Cup,43.67385798,-79.47034793,Coffee Shop
890,Mount Dennis,La Bicicletta,43.70017612,-79.4551456,Bike Shop
891,Mount Dennis,Five Guys,43.6738886,-79.46961259,Burger Joint
892,Mount Dennis,Starbucks,43.699807,-79.461804,Coffee Shop
893,Mount Dennis,Subway,43.6976801,-79.5026334,Sandwich Place
894,Mount Dennis,Bunner's Bake Shop,43.66553598,-79.47151288,Bakery
895,Mount Dennis,Junction Grill,43.66521012,-79.46846083,Diner
896,Mount Dennis,The Beer Store,43.6656664,-79.4901111,Beer Store
897,Mount Dennis,Westwood Grill,43.65996228,-79.47975658,Asian Restaurant
898,Mount Dennis,Sabor Brasil Restaurant,43.67444517,-79.45922778,Brazilian Restaurant
899,Mount Dennis,The Beer Store,43.6797036,-79.4705359,Beer Store
900,Mount Dennis,Lan Sushi,43.66550717,-79.46882453,Sushi Restaurant
901,Mount Dennis,Patisserie 27,43.65835465,-79.48813736,Bakery
902,Mount Dennis,Lucy Nails,43.66546667,-79.47149064,Nail Salon
903,Mount Dennis,When the Pig Came Home,43.66547728,-79.47065053,Deli / Bodega
904,Mount Dennis,3030 Dundas,43.66557381,-79.47037575,Bar
905,Mount Dennis,Pandemonium,43.66553286,-79.46693103,Bookstore
906,Mount Dennis,Silk,43.66529074,-79.46623844,Thai Restaurant
907,Mount Dennis,RBC Royal Bank,43.67242672,-79.4696194,Bank
908,Mount Dennis,7-Eleven,43.6652594,-79.4823848,Convenience Store
909,Mount Dennis,LCBO,43.66594667,-79.48886342,Liquor Store
910,Mount Dennis,Subway,43.70094325,-79.51082954,Sandwich Place
911,Mount Dennis,La Paloma,43.67616408,-79.45086719,Ice Cream Shop
912,Mount Dennis,Tavora Foods,43.67486793,-79.45655867,Fish Market
913,Weston,Spectrum Weston,44.89084345,-89.54751134,Business Service
914,Weston,Arrow Sports Club,44.90291889,-89.54552631,Bar
915,Weston,Dales Weston Lanes,44.90399302,-89.54826665,Bowling Alley
916,Weston,Riverside Land Surveying LLC,44.901597,-89.5425343,Real Estate Office
917,Humber Summit,Yo Amo Tacos,43.764782,-79.576336,Mexican Restaurant
918,Humber Summit,Romano's Restaurant,43.779872,-79.569704,Italian Restaurant
919,Humber Summit,Drupati's Doubles & Roti Shop,43.73622194,-79.56347092,Caribbean Restaurant
920,Humber Summit,That's Italian Ristorante,43.78214729,-79.57384007,Italian Restaurant
921,Humber Summit,Akita Sushi 千島壽司,43.77611544,-79.60354675,Sushi Restaurant
922,Humber Summit,TD Canada Trust,43.7569394,-79.5891676,Bank
923,Humber Summit,Chapters,43.78864868,-79.55333018,Bookstore
924,Humber Summit,Extended Stay Deluxe,43.77245552,-79.53889811,Hotel
925,Humber Summit,Memphis BBQ,43.78932299,-79.58718121,BBQ Joint
926,Humber Summit,TD Canada Trust Branch and ATM,43.74887976,-79.56119104,Bank
927,Humber Summit,Samosa & Sweet Factory,43.74659,-79.615189,Indian Restaurant
928,Humber Summit,Parmigiana Sandwiches,43.786898,-79.54869002,Sandwich Place
929,Humber Summit,LCBO,43.79101912,-79.5484279,Liquor Store
930,Humber Summit,TD Canada Trust,43.770112,-79.546077,Bank
931,Humber Summit,Wok of Asia,43.73415221,-79.60577591,Chinese Restaurant
932,Humber Summit,Tim Hortons,43.7507566,-79.58533575,Coffee Shop
933,Humber Summit,Element Vaughan Southwest,43.7741404,-79.62381274,Hotel
934,Humber Summit,Subway,43.75116328,-79.5428752,Sandwich Place
935,Humber Summit,RBC Royal Bank,43.73781816,-79.56589538,Bank
936,Humber Summit,The Beer Store,43.7416936,-79.5843728,Beer Store
937,Humber Summit,Rajdhani Sweets & Restaurant,43.73840933,-79.56624585,Indian Restaurant
938,Humber Summit,Dairy Queen,43.73623242,-79.56530907,Ice Cream Shop
939,Humber Summit,Subway,43.74264512,-79.58964323,Sandwich Place
940,Humber Summit,California Sandwiches,43.79173911,-79.55153436,Sandwich Place
941,Humber Summit,Fortinos,43.789003,-79.554743,Grocery Store
942,Humber Summit,Nations Fresh Food,43.78787536,-79.54902372,Chinese Restaurant
943,Humber Summit,Petro-Canada,43.759759,-79.590726,Gas Station
944,Humber Summit,Dairy Queen,43.78739792,-79.55942363,Ice Cream Shop
945,Humber Summit,Shoppers Drug Mart,43.748207,-79.561,Pharmacy
946,Humber Summit,The Country Club,43.79317435,-79.58976173,Golf Course
947,Humber Summit,Subway,43.78307387,-79.57597995,Sandwich Place
948,Humber Summit,Holy Chuck,43.78408423,-79.57020824,Burger Joint
949,Humber Summit,Shoppers Drug Mart,43.741685,-79.584487,Pharmacy
950,Humber Summit,Subway,43.769575,-79.5484946,Sandwich Place
951,Humber Summit,The Beer Store,43.7791507,-79.5874721,Beer Store
952,Humber Summit,RBC Royal Bank,43.78512397,-79.56602988,Bank
953,Humber Summit,Wendy’s,43.76878004,-79.55564257,Fast Food Restaurant
954,Humber Summit,Wendy’s,43.78727399,-79.56001908,Fast Food Restaurant
955,Humber Summit,Shoppers Drug Mart,43.735588,-79.559843,Pharmacy
956,Humber Summit,Pizza Pizza,43.7792745,-79.58798647,Pizza Place
957,Humber Summit,Tim Hortons,43.76451531,-79.576024,Coffee Shop
958,Humber Summit,Pizza Pizza,43.74156897,-79.58448887,Pizza Place
959,Humber Summit,Subway,43.77584856,-79.60442995,Sandwich Place
960,Humber Summit,Tim Hortons,43.78280382,-79.5454178,Coffee Shop
961,Humber Summit,TD Canada Trust Branch and ATM,43.7747746,-79.6120806,Bank
962,Humber Summit,Petro-Canada,43.778416,-79.596845,Gas Station
963,Humber Summit,Plaza Latina,43.7512943,-79.55179277,Food Court
964,Humber Summit,Petro-Canada,43.783622,-79.567984,Gas Station
965,Humber Summit,Bâton Rouge Steakhouse & Bar,43.78612675,-79.54859987,Steakhouse
966,Humber Summit,Tim Hortons,43.75180841,-79.54247689,Coffee Shop
967,Rustic,Blue Heron Restaurant,37.36318428,-76.91269219,Seafood Restaurant
968,Rustic,Chickahominy Riverfront Park,37.26528235,-76.87222839,Park
969,Rustic,Chickahominy Riverfront Park Boat Ramp/Dock,37.26607895,-76.86847687,Harbor / Marina
970,Rustic,Virginia Capital Bike Trail,37.26607895,-76.86847687,Trail
971,Rustic,Two Rivers Country Club,37.24762241,-76.87037645,Golf Course
972,Rustic,River's Rest Marina,37.36296897,-76.91252321,Harbor / Marina
973,Rustic,Sherwood Forest Plantation,37.33396149,-77.01850128,Historic Site
974,Rustic,Woodie's River House,37.36717606,-76.88911438,American Restaurant
975,Maple Leaf,Torkelson Fencing,43.27308484,-92.37720966,Home Service
976,Maple Leaf,Mehmert Tiling Inc,43.3728694,-92.4031701,Home Service
977,Maple Leaf,Godfathers Pizza,43.37885284,-92.35348511,Pizza Place
978,Maple Leaf,Lime Springs Ballpark,43.38429793,-92.29819921,Baseball Field
979,Maple Leaf,LibertyX Bitcoin ATM,43.3866914,-92.2981496,ATM
980,Black Creek,Shell,44.47771465,-88.45114625,Gas Station
981,Black Creek,Clint & Moe's Pub,44.476643,-88.450548,Burger Joint
982,Black Creek,Wagners Market,44.477266,-88.450511,Market
983,Black Creek,Peggy's Midtown,44.475693,-88.451191,Bar
984,Black Creek,Tundra Tiki Pizza Pub,44.475106,-88.45057,Bar
985,Black Creek,Brick's Club 47,44.474588,-88.450602,Bar
986,Black Creek,Timbers Bar and Grill,44.481006,-88.451706,Bar
987,Clanton Park,Revolution Park Golf Course,35.21209902,-80.87892776,Golf Course
988,Clanton Park,Red Clay Ciderworks,35.19456797,-80.87480796,Brewery
989,Clanton Park,Triple C Brewing Company,35.20110369,-80.86934663,Brewery
990,Clanton Park,QuikTrip QT,35.2237467,-80.8904717,Convenience Store
991,Clanton Park,Bang Bang Burgers Southend,35.2106418,-80.86345039,Restaurant
992,Clanton Park,The Waterman,35.19982813,-80.866681,Seafood Restaurant
993,Clanton Park,Publix - South End,35.20636818,-80.86248834,Grocery Store
994,Clanton Park,Common Market South End,35.21043545,-80.86337927,Deli / Bodega
995,Clanton Park,Mac's Speed Shop,35.20294736,-80.86456317,BBQ Joint
996,Clanton Park,Yamazaru,35.20857343,-80.86326513,Sushi Restaurant
997,Clanton Park,Blackstone Shooting Sports,35.2227098,-80.8726521,Gun Shop
998,Clanton Park,Nadeau,35.197266,-80.870162,Furniture / Home Store
999,Clanton Park,Superica,35.21173606,-80.86030295,Mexican Restaurant
1000,Clanton Park,Atherton Mill & Market,35.20872421,-80.86154004,Farmers Market
1001,Clanton Park,Vin Master,35.20930546,-80.86096393,Wine Shop
1002,Clanton Park,Hyatt Coin and Gun,35.22580661,-80.89625113,Miscellaneous Shop
1003,Clanton Park,Sycamore Brewing,35.20875398,-80.86273981,Brewery
1004,Clanton Park,Roots Cafe,35.20657453,-80.86032528,Café
1005,Clanton Park,Harris Teeter,35.20032385,-80.86602774,Market
1006,Clanton Park,Luna's Living Kitchen,35.20894007,-80.86090633,Vegetarian / Vegan Restaurant
1007,Clanton Park,MADabolic,35.20226652,-80.86590263,Gym
1008,Clanton Park,Lenny Boy Brewing Co.,35.20845406,-80.86520782,Brewery
1009,Clanton Park,Sullivan's Steakhouse,35.21016769,-80.85993089,Steakhouse
1010,Clanton Park,Olde Mecklenburg Brewery,35.18736714,-80.88154964,Brewery
1011,Clanton Park,Campbell's Greenhouses,35.207723,-80.859738,Garden Center
1012,Clanton Park,Barry's Bootcamp,35.206868,-80.861645,Gym / Fitness Center
1013,Clanton Park,Zack's Hamburgers,35.1883068,-80.8750014,Burger Joint
1014,Clanton Park,First Wind Cycling & Fitness,35.211027,-80.861002,Gym
1015,Clanton Park,Savory Spice Shop,35.20899882,-80.86042454,Gourmet Shop
1016,Clanton Park,QuikTrip,35.19508697,-80.87368313,Convenience Store
1017,Clanton Park,CAVA,35.2073175,-80.8610663,Mediterranean Restaurant
1018,Clanton Park,Hawker’s Asian Street Fare,35.21089538,-80.86052695,Asian Restaurant
1019,Clanton Park,Paper Skyscraper,35.21003837,-80.85573407,Gift Shop
1020,Clanton Park,Brewers at 4001 Yancey,35.1865654,-80.8779978,Brewery
1021,Clanton Park,300 East,35.21057084,-80.85655559,American Restaurant
1022,Clanton Park,Sunflour Baking Company,35.21089,-80.857091,Bakery
1023,Clanton Park,Dilworth Tasting Room,35.20883993,-80.85856169,Wine Bar
1024,Clanton Park,The Suffolk Punch,35.20034223,-80.8689471,Restaurant
1025,Clanton Park,Sugar Creek Brewing Company,35.1855557,-80.88092433,Brewery
1026,Clanton Park,Blaze Pizza,35.2127079,-80.85881742,Pizza Place
1027,Clanton Park,The Wine Loft Charlotte,35.20664505,-80.86101107,Wine Bar
1028,Clanton Park,Copper,35.21064086,-80.85580369,Indian Restaurant
1029,Clanton Park,Craft Tasting Room and Growler Shop,35.2199955,-80.8570279,Beer Store
1030,Clanton Park,Shake Shack,35.211082,-80.861043,Burger Joint
1031,Clanton Park,Seoul Food Meat Co,35.219064,-80.857658,BBQ Joint
1032,Clanton Park,Pinky's Westside Grill,35.22916296,-80.8672698,American Restaurant
1033,Clanton Park,Family Dollar,35.210368,-80.905153,Discount Store
1034,Clanton Park,Rai Lay,35.21414897,-80.85516548,Thai Restaurant
1035,Clanton Park,Flower Child,35.21550698,-80.85687518,Restaurant
1036,Clanton Park,Tyber Creek Pub,35.20981548,-80.8595051,Bar
1037,Flemingdon Park,Aga Khan Museum,43.72510534,-79.33207589,History Museum
1038,Flemingdon Park,Shaheen Tikka & Kabab House,43.71401102,-79.33429629,Pakistani Restaurant
1039,Flemingdon Park,Diwan,43.72500201,-79.33201942,Middle Eastern Restaurant
1040,Flemingdon Park,Sorento Restaurant,43.72657509,-79.34198931,Italian Restaurant
1041,Flemingdon Park,Adamson Barbecue,43.71245207,-79.35308334,BBQ Joint
1042,Flemingdon Park,Sunnybrook Park,43.72231714,-79.35549634,Other Great Outdoors
1043,Flemingdon Park,Bamiyan Kabob,43.70782436,-79.34344629,Afghan Restaurant
1044,Flemingdon Park,Toronto Climbing Academy,43.709362,-79.315006,Rock Climbing Spot
1045,Flemingdon Park,Fitness Connection,43.72747286,-79.34170684,Gym
1046,Flemingdon Park,Mindset by Design,43.7353793,-79.34784293,Health & Beauty Service
1047,Flemingdon Park,Sunny Foodmart,43.71440701,-79.3337023,Grocery Store
1048,Flemingdon Park,Tilley Endurables,43.7270332,-79.34292634,Clothing Store
1049,Flemingdon Park,Iqbal Kebab & Sweet Centre,43.70592323,-79.35152128,Indian Restaurant
1050,Flemingdon Park,Amsterdam Brewery,43.70640368,-79.35716248,Brewery
1051,Flemingdon Park,Tim Hortons,43.72289725,-79.33911704,Coffee Shop
1052,Flemingdon Park,Costco,43.70705091,-79.34809335,Warehouse Store
1053,Flemingdon Park,Starbucks Reserve Bar,43.73576435,-79.34415591,Coffee Shop
1054,Flemingdon Park,Sultan Of Samosas,43.71882307,-79.30434986,Indian Restaurant
1055,Flemingdon Park,Victoria Village Arena,43.72348056,-79.31563521,Hockey Arena
1056,Flemingdon Park,Aroma Espresso Bar,43.73439968,-79.34520381,Café
1057,Flemingdon Park,Subway,43.71418717,-79.33587992,Sandwich Place
1058,Flemingdon Park,Cineplex Cinemas,43.73427877,-79.34616425,Movie Theater
1059,Flemingdon Park,Edwards Gardens,43.73357397,-79.3583288,Park
1060,Flemingdon Park,Rack Attack,43.70693351,-79.36226109,Sporting Goods Shop
1061,Flemingdon Park,Jawny Bakers,43.70578265,-79.31291304,Gastropub
1062,Flemingdon Park,East York Gymnastics,43.710654,-79.309279,Gym / Fitness Center
1063,Flemingdon Park,The Beer Store,43.7269871,-79.3414943,Beer Store
1064,Flemingdon Park,Olde Yorke Fish & Chips,43.70614131,-79.36182882,Fish & Chips Shop
1065,Flemingdon Park,Knuckle Sandwich,43.69619422,-79.328749,Sandwich Place
1066,Flemingdon Park,7-Eleven,43.70988409,-79.33443449,Convenience Store
